"Name","Category","Author","Description","Rating","Num of Reviews","ASIN","Application ID","Release Date","Invocation Name","Example Interaction 1","Example Interaction 2","Example Interaction 3","Privacy Policy","Terms of Use","In-App Purchasing"
"Stats for FRC","Sports","Vegetarian Baconite Software","Use Robot Scout to get data about FIRST Robotics Competition teams. You can ask for match scores, rankings, team info, awards, and the OPR/DPR/CCWM of a team. All data is pulled from The Blue Alliance.\n\nFor a full list of example commands say ""Alexa, ask Robot Scout what I can say""",5,1,"B01DLDYGLQ","amzn1.echo-sdk-ams.app.5492e6f7-6082-4944-b5e0-ac57522466ea","2016-03-31 15:02:23","robot scout","Alexa, ask Robot Scout how team 1902 did in their last match","Alexa, ask Robot Scout what place team 179 is in","Alexa, ask Robot Scout where 180 is competing this year","","","No"
"Steely Dan Trivia Quiz","Games","Cognable","A moderately difficult 10 question Steely Dan trivia quiz for fans - questions are randomly selected from a library of 50.",4,1,"B01CXU7F4S","amzn1.echo-sdk-ams.app.f130ecea-10c3-4c54-8704-abff32ab6c8a","2016-03-14 00:05:18","steely dan trivia","Alexa, launch Steely Dan trivia","Repeat","Help","","","No"
"Stock Exchange","Finance","Gobby Apps","Stock Exchange provides real-time stock quotes from NASDAQ and NYSE, market summaries from S&P 500, DJIA, NASDAQ & NYSE composite indices and quote your personalized stock portfolio.\n\nSupported phrases you can say include:\n""NASDAQ symbol AMZN"",\n""New York symbol TWTR"",\n""market summary"",\n""add a stock to my portfolio"",\n""remove a stock from my portfolio"",\n""what's in my portfolio?,\nand ""quote my portfolio"".\n\nFor extended help and examples of using this skill, please visit http://gobbyapps.com.",2,40,"B0186BC0LQ","amzn1.echo-sdk-ams.app.e34957a2-abd8-4d5e-a2ab-fca4c4a9562b","2015-11-23 13:18:29","stock exchange","Alexa, open Stock Exchange","Alexa, ask Stock Exchange for NASDAQ AMZN","Alexa, ask Stock Exchange to quote my portfolio","http://gobbyapps.com/privacy","http://gobbyapps.com/tos","No"
"Stock Market Sensei","Finance","Expat Inc","Stock Market Sensei gives a stock's most likely low,high,opening & closing prices - daily. So, you are comfortable in making your investment and trading decisions. You can ask Stock Market Sensei for stock predictions of any stock by using the stock's ticker symbol. Stock Market Sensei  is powered by the #1 daily stock prediction & training platform www.StockMarketSensei.net .",3.6,4,"B01DKO07TQ","amzn1.echo-sdk-ams.app.e3287c8d-145b-4f90-ab1a-815a90104d35","2016-04-06 07:03:02","stock market sensei","Alexa, ask Stock Market Sensei how does AMZN look today.","Alexa, ask Stock Market Sensei what about AMZN today.","Alexa, ask Stock Market Sensei where will AMZN be today.","http://www.Stockmarketsensei.net/terms.php","http://www.Stockmarketsensei.net/terms.php","No"
"Stock Quote","Finance","playdumbo.nyc","With Stock Quote you can have Alexa tell you the recent price of any stock listed on the NYSE. Quotes may be delayed due to market restrictions.",0,0,"B01DYSEKSC","amzn1.echo-sdk-ams.app.35677929-49af-489d-b7b2-159fa590cb2f","2016-05-02 05:38:37","stock quote","Alexa, ask Stock Quote to get quote for MSFT","Get quote for EBAY","What's the price of AMZN","","","No"
"StoneRidgeFood","Food/Cooking","Joe McMahon","This skill allows users to ask Stone Ridge School for the menu for a given day.  Start by asking Stone Ridge Food what is on the menu for today, tomorrow, or some other specific day.  It returns the main entrees first and allows the users to then continue to get other categories such as the soups, salads, and so on.",4.6,5,"B01AS5F902","amzn1.echo-sdk-ams.app.f6f4f385-5119-4bbe-847e-b17cb98122eb","2016-01-18 12:43:31","stone ridge food","Alexa, Ask Stone Ridge Food what are they serving today","Alexa, Ask Stone Ridge Food what is being served on December 28th","Alexa, Ask Stone Ridge Food for the menu on February 2nd","","","No"
"Stringify","Home-Automation","Stringify, Inc","Stringify transforms the way you connect your life, by bringing your physical and digital Things together to create Flows. By working together, your Things can help you save time, save money, stay healthy and maybe have a little fun. Now with Alexa, all of your Flows can be run by using your voice. Simply download the Stringify app and create an account, add Amazon Alexa and build a Flow using it as the trigger.\n\nStringify also works well with: SmartThings, Fitbit, Nest, Jawbone Up, Phillips Hue, Homeboy, LIFX, Netatmo, Withings,  Dropbox, Twitter, Yahoo News, Yelp, Instagram, Google Drive, Slack, CNN, CNET, Craigslist, Flickr and many, many more.",2.7,7,"B01AHDN31M","amzn1.echo-sdk-ams.app.d9bae870-d8dd-44ca-a628-d82953d5a20e","2016-01-11 19:31:04","stringify","Alexa, tell Stringify to run movie night.","Alexa, ask Stringify for help.","Alexa, ask Stringify to list all my triggers.","https://www.stringify.com/privacy","","No"
"StubHub","Social","StubHub","What’s going on this weekend? Just set your home city, and then you can ask what’s going on tonight, this weekend, or on a specific date. You can also ask what’s happening in another city. It’s your direct access to StubHub – just by asking Alexa.",2.1,8,"B017OBIKIG","amzn1.echo-sdk-ams.app.69da691e-4802-437a-8265-16fa277d167b","2015-12-03 17:35:19","stubhub","Alexa, ask StubHub what’s happening this weekend.","Alexa, ask StubHub what’s going on tonight.","Alexa, ask StubHub what’s happening in San Francisco.","http://www.stubhub.com/legal/?section=pp","http://www.stubhub.com/legal/","No"
"Super Hero Trivia","Games","Internet of Voice","Are you a comic book fan? Then we have the trivia game for you! Test your knowledge of Marvel and DC heroes..",0,0,"B01ES5QN76","amzn1.echo-sdk-ams.app.56b87fef-5617-4b48-badd-c35499e97c6d","2016-04-27 09:08:36","super hero trivia","Alexa, play Super Hero Trivia","Alexa, open Super Hero Trivia","Alexa, start Super Hero Trivia","","","No"
"Superheroes","Reference","Major Version","Can't remember who the person behind the mask is? The Superheroes skill will reveal all!",4,4,"B01DSDXNNQ","amzn1.echo-sdk-ams.app.59b2b446-e3ef-4b72-9827-32ccb6bc2836","2016-04-07 05:04:46","super heroes","Alexa, ask Super Heroes who Spiderman is","Alexa, ask Super Heroes what Batman's real identity is","Alexa, ask Super Heroes if it knows who Superman is","","","No"
"Superpower!","Social","Superpower Lab, LLC","With Superpower, you can get an interesting conversation topic to start an engaging discussion with your friends and family.  We are constantly adding exciting new topics to help you liven up your dinner parties and family gatherings.",3,2,"B017OBSUK4","amzn1.echo-sdk-ams.app.44b7b9da-ae74-42ae-8a4f-0acdc834c737","2015-11-06 14:16:29","superpower","Alexa, ask Superpower for a conversation topic.","","","http://superpower.me/privacy-policy","http://superpower.me/terms-of-service","No"
"Surfable","Sports","Internet of Voice","Surfable tells you what the current surf conditions are at the most popular surfing spots in California. To get started say something like ""Alexa, ask Surfable about the waves at Mavericks."" Then Alexa will respond with the current wave height and overall conditions.\n\nUpdate - Huntington Pier, Huntington Beach, and Malibu have been added! See below for all available spots.\n\nAvailable Spots\n\nSan Francisco:\n\tFort Point\n        Eagles Point\n        Deadmans\n        Kellys Cove\n        North Ocean Beach\n        South Ocean Beach\n\nSan Mateo:\n        Montara \n        Mavericks\n        Princeton Jetty\n        Pomponio State Beach\n        Ano Nuevo\n\nSanta Cruz:\n       \tCounty Line \n        Waddell Creek\n        Waddell Reefs \n        Davenport Landing\n        Natural Bridges \n        Swift Street \n        Steamer Lane\n\tCowells\n        The Rivermouth \n        Blacks\n        Little Windansea \n        Rockview \n        Sewer Peak \n        Pleasure Point\n        The Hook\n        Sharks Cove \n        Capitola Jetties \n        Manresa\n\nMonterey:\n        Moss Landing State Beach \n        Carmel Beach\n        Sand Dollar \n\nSan Luis Obispo:\n        Morro Rock\n        Pismo Beach Pier \n\nSanta Barbara:\n        Jalama  \n        Refugio\n        Sands\n        Campus Point \n        Leadbetter \n        Rincon\n\nVentura:\n        Mondos\n\nLos Angeles:\n        Malibu\n        County Line\n        Zuma Beach\n        Topanga\n        El Porto\n        Hermosa\n\nOrange County:\n        Huntington Pier\n        Huntington Beach\n        Seal Beach Pier\n        Surfside Jetty \n        Bolsa Chica \n        Goldenwest \n        17th Street\n        56th Street \n        40th Street\n        36th Street \n        Blackies\n        The Wedge \n        Salt Creek\n        Calafia \n        State Park\n        North Gate\n        Cottons Point \n        Upper Trestles \n        Lower Trestles \n        Church \n        San Onofre\n\nSan Diego:\n        Tamarack \n        Warm Water Jetty \n        Terra mar \n        Campground \n        Ponto\n        Grandview\n        Beacons\n        Blacks Beach \n        Scripps Pier\n        Windansea\n        Bird Rock \n        Tourmaline \n        Pacific Beach \n        Mission Beach\n        Ocean Beach Pier\n        Sunset Cliffs \n        Imperial Beach\n\nWe are planning to roll this out to all the best surf spots in the United States. If you want your spot added visit http://surfable.surf to tell us the spots you want added.\n\nPowered by spitcast.com",4.4,6,"B01BO4QZCM","amzn1.echo-sdk-ams.app.6022acc8-396c-4e40-b274-4f8db4613e99","2016-02-11 15:07:15","surfable","Alexa, ask Surfable about Huntington Pier.","Alexa, ask Surfable about the waves at Seal Beach Pier.","Alexa, ask Surfable about the conditions at Malibu.","http://www.surfable.surf/privacy.html","http://www.surfable.surf/tos.html","No"
"SwampTrivia","Games","Kelly Wills","To start playing Swamp Trivia just say “Alexa, play Swamp Trivia.” Alexa will ask you five questions per game, all of which will be related to the Swamp audio game. Just choose the best answer out of four possible answers. Come back to play as often as you like; Alexa will give you five random questions each time you play. Enjoy!",0,0,"B01DJCMFPI","amzn1.echo-sdk-ams.app.447f6065-b171-4e66-9279-c0c186c728ed","2016-03-31 18:02:22","swamp trivia","Alexa, play Swamp Trivia.","Answer two.","My answer is four.","","","No"
"SwedenFactSkill","Education","AnnTG","This is a one-shot model where you can ask for a random fact about the country of Sweden.\nTo get started, say ""Alexa, ask Safety Swede to tell me a Sweden fact""\nAlexa will respond with ""Here's your Sweden fact: ...""",4.5,2,"B01DMTR72Y","amzn1.echo-sdk-ams.app.72182b68-0f68-44d5-bf62-99c994094960","2016-04-06 10:02:40","safety swede","Alexa, ask Safety Swede to tell me a Sweden fact","Alexa, ask Safety Swede to tell me something about Sweden","Alexa, ask Safety Swede to give me a Swede fact","","","No"
"Syfy","Entertainment","NBCUniversal, Syfy","Syfy gives Alexa all the information she needs to connect you with your favorite Syfy Shows. Want to know what happened on a recent episode? Curious about what’s going to happen next? When can you watch it live? Alexa knows the answers, so you’ll always be up to date.\n\nPS. See if you can find some Easter Eggs hidden within Alexa’s memory bank.",0,0,"B01E62RRTE","amzn1.echo-sdk-ams.app.f2c1163c-7af7-4d3f-a5d7-deda3893f4d4","2016-04-14 16:41:15","sci fi","Alexa, start Syfy.","Alexa, ask Syfy what happened on the latest episode of the Magicians?","Alexa, ask Syfy what happens in the next episode of 12 Monkeys?","http://www.nbcuniversal.com/privacy","http://www.syfy.com/nbcuniversal-terms-of-use","No"
"TDV (Teen Dating Violence) Quiz","Education","Jennifer Ann's Group","Do you know the answer to these questions about Teen Dating Violence?\n""Which of these are a warning sign of an abusive relationship?""\n""How many high school students experience physical abuse every year in the U.S.?""\n""What percent of teens have talked about dating violence with their parents?""\n\nThis important info will be helpful for teachers, parents, and students who want to test how much they know about this important issue! \n\nTeachers: Have the students compete for the best score!\nParents: Start a dialogue about healthy relationships with your teen!\nTeens: Learn to help yourself and your friends!",4.7,3,"B01AU0U74S","amzn1.echo-sdk-ams.app.e689c20a-b058-4c2e-9d78-3fe91956fd38","2016-01-19 18:00:40","teen dating violence","Alexa, ask Teen Dating Violence","Repeat","Help","http://JenniferAnn.org/privacy","","No"
"Tea Trivia","Games","Rutavega LLC","Welcome to the premiere tea trivia game on Echo!  Are you a tea guru that thinks they can answer these difficult trivia questions?  Perhaps you just want to be entertained by how little you know about tea, and want to learn along the way?  We have many questions and counting to keep you busy honing your knowledge when it comes to the subject of tea!  Simply enable this skill and tell Alexa to ""Start Tea Trivia"" to begin your round.  Have fun and let us know what you think! Thanks!\n\n\nIcon made by Freepik from http://www.flaticon.com.  Flaticon is licensed under Creative Commons Attribution 3.0 License",3.3,3,"B01C6BNM14","amzn1.echo-sdk-ams.app.3118e68b-b233-4d0a-982c-bb18b2d018b6","2016-02-24 15:31:47","tea trivia","Alexa, start Tea Trivia.","Alexa, ask Tea Trivia to start a new game.","Alexa, open Tea Trivia and start a new game.","","","No"
